,PDR3,YPR196W,EDS1,LYS14,RDS2,UGA3,UME6,SIP4,LEU3,STB5,TBS1,YLL054C,HAL9,GAL4,ARO80,ASG1,PUT3,SUT2,URC2,YNR063W,PDR8,YRR1,RDR1,RGT1,ERT1,YKL222C,YRM1,PDR1,TEA1,OAF1,HAP1,YLR278C,SUT1,CHA4,CAT8,STB4,UPC2,ECM22,GSM1,TOG1,RDS1,RSC30,RSC3,CEP3,MOT3,STP4,CRZ1,MET32,RPN4,NRG2,USV1,RGM1,REI1,NRG1,MSN4,GIS1,MSN2,COM2,RPH1,MIG3,TDA9,RSF2,MIG1,MIG2,YGR067C,YPR022C,ADR1,MET31,ZAP1,YPR015C,STP3,STP2,RIM101,STP1,FZF1,CMR3,SFP1,SWI5,ACE2,YAP6,HAC1,CST6,SKO1,GCN4,YAP3,CAD1,YAP1,CIN5,GZF3,GLN3,GAT1,GAT3,ECM23,SRD1,GAT4,HMRA2,PHO2,MATALPHA2,YHP1,YOX1,TOS8,CUP9,MBP1,SWI4,XBP1,SOK2,PHD1,DOT6,TOD6,TBF1,REB1,BAS1,FKH2,FKH1,HCM1,FHL1,SKN7,HSF1,MGA1,SFL1,NHP10,ABF2,NHP6A,ROX1,CBF1,RTG3,PHO4,TYE7,AFT1,AFT2,ORC2,SUM1,MSN1,GCR1,SMP1,MCM1,ABF1,ECM5,NDT80,RFX1,RAP1,STE12,SPT15,TEC1,VHR2
NHP6A,-4.522217371,-5.85607086,-1.934428592,-1.864909172,-2.841116536,-3.060062225,-2.630595429,-1.706861359,-2.319089412,-2.445172607,-2.664329917,-2.659105825,-2.713143845,-2.793422223,-2.582015271,-2.450007352,-2.377604059,-4.488925671,-3.18426709,-2.794590808,-2.881758578,-2.364573328,-2.921287745,-3.046266819,-3.947092885,-3.648964485,-4.050565631,-4.653745654,-4.259250355,-4.586248322,-5.116658718,-5.198548945,-5.443398043,-5.586565659,-3.353964924,-4.863960846,-3.73111089,-1.858779519,-2.999745373,-4.575016411,-4.37766478,-4.915256738,-4.942451022,-4.930024368,-4.740602981,-3.881837099,-3.011517601,-3.250176383,-4.427854782,-4.736813952,-3.746735459,-3.759410912,-3.681977304,-2.694984397,-2.64016437,-3.120693754,-3.695304569,-3.635340121,-4.582578928,-5.258758658,-5.24898335,-4.734490937,-4.230928117,-3.279079805,-2.745795882,-2.525982727,-4.036684095,-3.020246014,-1.562431622,-1.063769459,-3.359952957,-2.117658138,-3.443225301,-4.211362045,-4.20155864,-5.198189708,-5.083282893,-4.070949092,-3.985583437,-2.431754285,-1.893469416,-3.972417852,-4.226846926,-1.654445453,-3.083778402,-2.870590036,-1.46716838,-3.819832824,-4.969840959,-4.556811719,-3.077650594,-2.479190739,-4.274798255,-4.108899115,-4.789014587,-3.765478506,-3.075628476,-2.179138402,-2.01715424,-3.122682139,-2.439549616,-2.892852514,-3.375301921,-3.319544364,-3.409568894,-4.290378908,-4.62206324,-3.162994408,-1.922488863,-4.054395541,-4.83834648,-3.714418502,-3.831686931,-1.248826103,-1.219454394,-3.990218456,-4.317973416,-1.542216938,-2.044782893,-3.80963359,-6.522027328,-3.824447947,0,-3.015032268,-5.04233648,-2.859118839,-4.411227243,-4.743155501,-5.816465913,-2.892338196,-2.138687283,-0.702352893,-5.046761006,-2.493006568,-5.17696865,-1.560124279,-4.418669903,-1.227205682,-2.152137133,-4.563116235,-3.543686358,-4.956886025,-1.030965296,-4.343198898,-3.551415479
ROX1,-9.227429515,-5.42056782,-2.657949399,-5.372745814,-6.081658971,-6.473548882,-6.057066842,-4.895464974,-5.559515945,-5.737230871,-5.945783482,-5.880119226,-5.929101149,-5.952000362,-5.787165979,-5.751024574,-5.591582741,-7.426043117,-6.781588554,-6.332968707,-6.5680349,-6.070889782,-6.330557066,-4.438053763,-7.08089996,-6.239536146,-7.306076315,-5.979139687,-7.953634878,-7.682193899,-7.384704013,-7.918020632,-7.890366243,-9.337054917,-7.012347952,-8.971682798,-7.632970155,-3.248021109,-7.859370565,-8.130373744,-8.70362653,-9.951250043,-9.589866493,-9.652484577,-8.697403701,-8.899324098,-8.315750504,-5.019881642,-8.080945793,-6.772392787,-6.839905129,-6.827898805,-6.755454724,-5.21105919,-5.660554966,-5.842035061,-7.437556448,-6.019453264,-6.649849051,-7.290326389,-7.433974928,-6.997121013,-8.7657256,-7.858895073,-6.435982535,-5.999360867,-6.972013998,-5.696069357,-3.902066535,-5.152100732,-9.210471797,-5.710040998,-10.10323726,-7.904730432,-5.244953884,-6.664245191,-10.34055946,-9.125208357,-9.190676579,-5.322113587,-4.327630525,-8.318170754,-7.695041813,-4.480393563,-8.720501237,-5.140805519,-4.505906841,-6.47651546,-4.725235318,-7.615931679,-5.729902925,-5.777192259,-6.252264627,-5.717112461,-6.394733245,-6.56769329,-3.325298894,-0.724614076,-4.032880104,-5.596731505,-7.369223579,-4.860317373,-6.468210541,-6.108947837,-6.717621556,-7.234364048,-7.698585999,-5.985017548,-4.670412539,-4.365889809,-10.57119729,-7.447302624,-3.108132129,-2.365621667,-2.124386193,-7.473225528,-7.538858217,-4.618340706,-5.102486068,-9.937428176,-10.99916535,-5.598035394,-3.015032268,0,-7.914987185,-5.963206803,-7.894295761,-7.593528937,-7.175114344,-6.749145599,-3.60959105,-3.376178671,-10.06564685,-6.302069221,-5.585196338,-4.10763239,-5.46107533,-5.451143239,-7.205940229,-11.38248744,-8.741860574,-7.025152282,-3.270800782,-4.584454674,-7.367253307
CBF1,-6.091410022,-8.721911889,-6.703040169,-5.998956011,-7.307918191,-8.374581983,-8.0026602,-5.858709076,-6.593361126,-6.746810885,-7.08914514,-7.016241581,-7.065469556,-7.093641839,-6.857619484,-6.885252438,-6.64633019,-6.384104269,-5.860239456,-5.498379811,-5.316293578,-5.223347826,-5.10544447,-5.521467084,-5.698876214,-5.71147738,-6.445205739,-5.856137001,-7.082582296,-6.549771034,-7.624025815,-8.370231691,-8.482614575,-8.14417655,-6.967498874,-8.829703042,-5.319468528,-4.368574144,-6.359677659,-7.547081214,-7.964029062,-5.78170955,-5.541277204,-7.325417489,-5.117277109,-7.457911342,-8.614849865,-6.199924562,-6.399589013,-13.48020351,-4.305415931,-4.400549886,-4.21688822,-5.653776275,-5.428657319,-5.256784764,-6.132077576,-5.997741143,-5.795816505,-6.822512212,-7.194395631,-7.143793152,-6.414871843,-5.786709155,-5.206617565,-4.594200696,-6.309224667,-4.577392674,-5.111827488,-5.409654152,-6.333021557,-5.704916272,-5.289398642,-5.468444719,-10.75553877,-11.98080937,-10.16786001,-8.310934877,-8.693324748,-7.644398039,-2.211182632,-11.27402173,-9.609053276,-3.098311029,-10.06824439,-5.566414456,-4.096629664,-3.82612649,-7.77864884,-7.862651909,-8.895456163,-6.080391729,-6.820888085,-8.762247613,-7.564887482,-4.732724429,-8.568256031,-6.597453157,-6.051573259,-8.51899448,-10.80843182,-11.61244139,-11.20920061,-4.917566408,-5.84845394,-6.84727615,-10.48920358,-6.951870983,-5.95937012,-7.780424568,-14.04296238,-12.01389765,-7.285799208,-5.957024725,-5.764115068,-10.44875467,-8.519920937,-5.444079645,-5.662123454,-8.322890318,-8.040641363,-5.944037814,-5.04233648,-7.914987185,0,-0.688673053,-1.13688421,-9.87886003,-11.87619011,-9.810407289,-6.599051059,-6.155249098,-7.205398817,-6.950056605,-9.013954518,-6.442264792,-7.088872088,-6.072822467,-6.839844964,-13.20608499,-9.456079202,-7.214651124,-6.291011266,-11.26034631,-5.046160617
RTG3,-4.527581231,-6.531137392,-4.287741561,-3.74154217,-4.820953601,-5.528085129,-5.151545116,-3.458307558,-4.095605624,-4.253969262,-4.57239531,-4.526351672,-4.571021185,-4.621512804,-4.386379587,-4.36580363,-4.178050022,-4.541249055,-3.857296011,-3.464580527,-3.52635619,-3.201073304,-3.357827274,-3.689867101,-4.065633261,-4.063862125,-4.649584025,-4.536153111,-4.858041311,-4.820435051,-5.580489827,-6.502920569,-6.641561996,-5.939008444,-4.695466835,-6.635287239,-3.407027728,-2.785023067,-3.903834481,-5.305381005,-6.356806017,-4.025162163,-3.953394252,-5.564215402,-7.124385558,-6.8591221,-7.203823985,-4.234497713,-4.910073422,-5.824641815,-2.777008329,-2.824661335,-2.723914458,-3.635955567,-3.381119226,-3.467153213,-4.274334773,-4.176323376,-4.197803505,-5.104912868,-5.444174683,-5.252003602,-4.584458546,-3.892006625,-3.56650104,-3.311323338,-4.806447611,-3.29067518,-3.259924228,-3.225149775,-4.302791587,-5.011795234,-6.823624008,-5.071948362,-5.453900325,-5.364779584,-7.362880651,-4.932396936,-5.627122504,-5.158391269,-1.34979739,-8.031925015,-7.630157582,-3.826692074,-7.501120338,-5.913278406,-2.197055693,-2.916164278,-5.488666454,-8.452579739,-2.759080975,-3.831776627,-6.221100165,-6.494321742,-6.800979786,-3.362665832,-5.928429525,-5.479326543,-3.965067136,-6.317539691,-7.806202184,-3.793450948,-2.795316801,-3.389202077,-4.074841878,-7.219540138,-7.839889295,-5.236462129,-4.014226953,-5.582154508,-5.397518855,-5.667879868,-6.537539171,-3.880380572,-3.784724487,-4.955516927,-5.473322981,-3.684479224,-4.069740245,-5.99153642,-6.576570642,-3.92254271,-2.859118839,-5.963206803,-0.688673053,0,-1.029655095,-6.858981221,-8.472173339,-6.602567791,-4.327150603,-3.849015511,-9.252247095,-4.671745087,-8.159922876,-3.67750317,-5.809127431,-3.583310929,-4.276179667,-7.914587673,-7.033160185,-5.640164369,-3.902763983,-8.621805935,-6.144998031
PHO4,-4.773281347,-9.395295056,-6.898199003,-6.710965911,-6.50869442,-6.350487132,-5.743607718,-5.178009488,-6.532391727,-6.813369867,-7.020609852,-6.965395603,-7.04216224,-7.101563859,-6.751056327,-6.615687773,-6.303762226,-7.170633388,-8.15027763,-7.601016953,-7.45226205,-6.877587773,-6.961596909,-7.095395513,-7.529996086,-8.818536227,-9.78831197,-8.094976501,-9.275326493,-9.956801601,-9.422407817,-11.36123534,-11.65523459,-9.740875593,-6.573248113,-8.602263791,-4.260550901,-3.730010982,-6.672772562,-7.603852162,-8.413352992,-4.845878949,-4.663871088,-7.798436031,-8.032431769,-9.105368523,-6.743342929,-3.97996739,-4.640399451,-7.276385289,-6.176536574,-6.11659516,-6.090032309,-5.245034568,-4.82211067,-5.316871211,-4.733034722,-6.254399738,-7.205812226,-5.345546857,-5.717299631,-5.667891251,-4.97168601,-4.502196314,-4.033088259,-3.117296965,-4.82846928,-4.984991159,-4.374339145,-4.782463209,-5.814504586,-5.48414922,-10.52722269,-10.25798395,-8.896762943,-9.109105037,-9.632170269,-6.170103777,-8.96307963,-7.072358487,-1.404634086,-4.7566454,-4.157165435,-5.480051773,-5.571600492,-7.663447307,-4.567695633,-4.50489839,-7.906841145,-10.78706232,-8.116301547,-7.672536876,-8.136459452,-6.513627887,-8.432244409,-11.26503096,-7.947651878,-6.670996368,-5.864821888,-7.198826995,-3.87157517,-4.795859043,-3.761183747,-4.578084859,-5.215607561,-8.836168737,-7.63950928,-5.699500247,-5.770977654,-7.422011018,-8.560319621,-8.117086762,-8.276149395,-5.392034167,-5.192038042,-5.892092978,-5.948169057,-5.490010796,-5.87112894,-7.388796197,-6.596342078,-6.556959781,-4.411227243,-7.894295761,-1.13688421,-1.029655095,0,-1.046770675,-11.39555103,-9.189542497,-6.443941141,-5.527607381,-6.620135509,-5.478036515,-11.59142544,-5.701873673,-6.78391323,-5.192026484,-5.687398884,-8.828494519,-10.21503266,-6.779268589,-5.665875039,-8.667212493,-7.890658589
TYE7,-5.886135823,-9.872010112,-6.362443386,-5.99049965,-7.011248544,-6.997603314,-6.263295532,-5.564046845,-6.297606296,-6.451074775,-6.793260311,-6.720713965,-6.769913132,-6.798289378,-6.562251211,-6.589259537,-6.350929514,-9.451503777,-7.357174629,-7.167777104,-8.738419922,-7.15131048,-7.834339179,-6.996252146,-8.432114087,-9.821074676,-10.46746183,-10.63926025,-9.117977976,-10.86991043,-11.55881015,-9.119634066,-8.081251764,-9.065672988,-7.441298632,-7.384907504,-8.304104514,-4.073278831,-5.877953132,-6.66506771,-9.095445531,-5.56776017,-5.270544616,-13.43825993,-9.417955731,-8.414961206,-8.13779917,-5.372784624,-6.046006633,-7.517101946,-4.492408849,-4.586798849,-4.500555906,-5.360931578,-5.137358041,-4.969706259,-6.053070595,-5.519450719,-6.512583541,-6.746452987,-7.116083756,-7.063726763,-6.3125135,-5.646895523,-5.049434643,-4.544364998,-6.229668972,-4.319467554,-6.497170696,-5.11652069,-6.069812248,-8.018903477,-9.324831865,-5.810837122,-4.883388552,-6.485963785,-7.904494758,-7.13741867,-10.34087113,-7.292502447,-2.135551236,-3.200985836,-2.608600498,-8.874486772,-4.357771583,-6.439503779,-4.561604704,-3.914861636,-8.099505865,-10.46302006,-6.006459038,-5.56277637,-6.190766367,-6.991767399,-6.956402226,-11.84611809,-7.297405396,-7.118693702,-5.403099942,-6.646241431,-3.080827167,-5.165659584,-3.94147269,-4.907133434,-5.560426544,-9.860285971,-10.5690026,-6.657871449,-4.583372305,-7.646665324,-7.648221153,-7.53892303,-7.274119024,-5.080855683,-4.976292145,-7.850893682,-7.227744083,-4.68767799,-4.672056731,-7.69356216,-8.430918612,-11.8244199,-4.743155501,-7.593528937,-9.87886003,-10.76693073,-1.046770675,0,-12.0673669,-9.504038092,-6.740791393,-5.596174529,-7.088175747,-7.054155545,-8.503266592,-5.769120797,-5.15700348,-4.815759867,-5.447964358,-9.904170772,-7.465329308,-6.05908356,-5.752415176,-10.90368847,-8.37360751
AFT1,-7.038017152,-6.173903189,-4.565514615,-3.866708174,-4.088024808,-4.376153537,-4.231044356,-3.917843413,-3.419763649,-3.437614983,-3.482255288,-3.561153652,-3.554343701,-3.628624741,-3.585772627,-3.467116256,-3.611340293,-4.787379847,-4.235406515,-4.228039525,-3.820218759,-4.000736966,-3.721071264,-4.12056087,-5.739308962,-5.887893463,-6.444215307,-5.958479621,-5.786159598,-6.064495596,-6.492395268,-5.787944293,-7.188824716,-4.900465552,-4.896297934,-5.69539973,-9.102168306,-5.170125496,-4.561616236,-5.59613917,-6.258900007,-4.2860355,-4.895653094,-8.070447882,-4.033506344,-7.780581908,-9.694504014,-9.291194925,-9.796025209,-11.063824,-7.013152422,-6.918604981,-7.422081195,-7.767982795,-7.288391786,-7.603392027,-8.439613227,-8.501537858,-9.977800102,-7.601211471,-7.614706461,-7.919262637,-8.634055293,-7.620012569,-7.988798628,-8.854962574,-9.537970211,-9.18909785,-7.305960479,-6.654691493,-5.386304146,-3.767979889,-6.788541381,-4.807520566,-8.39622951,-9.249017032,-8.809088496,-5.719810877,-5.47487954,-3.31211964,-7.565122833,-7.682055526,-10.26940355,-6.795692081,-7.120139807,-7.606897254,-4.695160247,-7.464574913,-7.76713439,-7.337458154,-4.9443775,-5.625123153,-7.195559882,-7.059428381,-8.219126376,-5.167066369,-7.968156306,-5.872925413,-6.654056151,-6.41444,-8.610797547,-6.915560351,-5.711354803,-6.303025597,-6.985815372,-3.934010949,-2.861003927,-8.430150682,-6.669768546,-8.570052026,-11.00438777,-11.06516079,-7.986767647,-6.110172992,-6.121561151,-4.393498524,-6.764208286,-4.068882072,-4.428093809,-7.668965071,-9.874974812,-9.872450699,-4.414433617,-7.175114344,-7.098975437,-4.488231085,-5.786953426,-6.131764969,0,-1.18739712,-6.986679541,-6.051126705,-7.712162313,-7.431406051,-9.722552402,-3.471053215,-9.460703159,-5.149438736,-7.223595555,-4.546911461,-2.378745204,-5.26185317,-5.845765888,-5.274218556,-7.748415413
AFT2,-4.469013748,-7.039982256,-3.161971144,-2.538765738,-2.723144078,-3.313870833,-3.098579578,-2.524909672,-2.357961063,-2.415227936,-2.509289984,-2.566621666,-2.576058758,-2.659912241,-2.563663337,-2.431570527,-2.518324542,-3.27182379,-2.612741874,-2.633908085,-2.830479878,-2.614874475,-2.690815691,-3.242817488,-4.739812164,-4.894444863,-4.944932204,-5.749283399,-4.913812433,-4.119365339,-4.427134284,-4.053931626,-4.944572432,-4.135927765,-3.454750911,-4.579995508,-3.768167407,-5.430906487,-3.295494323,-4.54042602,-3.505682364,-3.812418835,-4.215399189,-6.969286876,-3.071008085,-3.546976424,-7.139109586,-8.289418033,-6.825302957,-8.319802943,-5.199817996,-5.134114634,-5.51146032,-5.755503254,-5.21723554,-5.583598703,-6.537782516,-6.321387411,-8.166680384,-7.4125139,-7.239720243,-6.860184339,-6.265161462,-5.303364165,-5.910667406,-6.458389937,-7.445301054,-7.568976037,-5.084072835,-4.373059034,-3.845608139,-2.629158724,-4.702459519,-4.199440112,-8.642159728,-4.814830481,-6.5696367,-3.558575086,-4.238480616,-3.189742727,-5.072501735,-5.742713375,-5.837898972,-2.243167745,-5.732722632,-6.723174016,-2.361397277,-5.036673495,-5.305130889,-4.816552984,-3.162243954,-3.206938003,-4.683816997,-5.781179874,-5.568565942,-3.78123738,-5.089157212,-6.98740324,-3.977024988,-5.06997303,-4.650483139,-6.117147095,-3.539693465,-4.248858076,-5.718532723,-4.93129407,-3.797632188,-6.365688804,-4.532518575,-6.528349252,-9.127552943,-8.051241797,-5.360546506,-5.263016393,-5.481323179,-6.341506078,-4.949127204,-3.874161728,-4.555738443,-5.995861427,-6.209596945,-7.854503831,-2.892338196,-7.963753802,-4.269405881,-2.416528918,-3.641649726,-3.987460789,-1.18739712,0,-4.967690142,-3.631766802,-8.157143559,-5.29772331,-7.010980016,-1.827169431,-9.220847354,-2.775049375,-3.056471282,-3.811193428,-1.878831094,-4.900525871,-3.497974204,-4.069219046,-7.377833771
ORC2,-6.43338879,-4.31824734,-2.094570442,-2.894774406,-4.012897797,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-4.468978477,-3.5410954,-3.167725586,-4.067152738,-3.816899544,-3.506760966,-3.287555788,-3.779001957,-4.58364901,-4.494199074,-3.943285809,-5.553184028,-6.581273913,-6.822052151,-8.119504844,-8.764380478,-5.43240105,-5.065645696,-7.214085059,-4.633867225,-4.04504026,-6.510493689,-5.657500723,-14.04296238,-14.04296238,-14.04296238,-4.656103889,-8.649162504,-7.843502453,-5.67229133,-5.20288951,-6.784588409,-8.227804046,-6.257325414,-6.323291971,-6.07069022,-5.255457283,-5.032765724,-5.647264998,-7.435907346,-7.241453455,-5.726691386,-6.317975527,-6.29524844,-5.992872542,-14.04296238,-14.04296238,-5.682873432,-5.452865551,-6.909706676,-5.220465748,-3.513751639,-3.494120368,-4.644741383,-14.04296238,-7.02720867,-7.82577474,-5.362696094,-3.681892667,-6.351285899,-8.242845512,-7.545432353,-2.755080917,-3.57956022,-5.490767668,-5.668607852,-3.550834874,-4.68942044,-3.763443348,-2.573867664,-3.740113721,-3.73447589,-3.015557072,-2.491073501,-3.201816002,-4.322039575,-4.833396629,-7.000162125,-3.976582451,-1.370712765,-2.992234598,-1.775565695,-4.766430618,-5.20299519,-4.723231464,-6.034788351,-5.934624128,-4.723539471,-5.539605477,-6.169726912,-4.239701909,-3.724281192,-5.704012151,-8.60127855,-5.557567738,-2.980142529,-2.064978543,-2.330352724,-7.067602627,-6.324692467,-3.807766498,-4.484066513,-6.980887459,-7.045848126,-5.011237969,-2.138687283,-3.60959105,-6.599051059,-4.327150603,-6.443941141,-6.740791393,-6.986679541,-4.967690142,0,-1.371166531,-8.18443208,-5.012540389,-2.926025641,-2.56021934,-8.007386588,-3.349063719,-4.58202069,-7.81003836,-5.285839893,-7.314967409,-1.870570078,-4.547719006,-4.952527081
SUM1,-5.563682588,-4.792608956,-1.31225801,-1.427743276,-2.832272429,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-3.337507196,-2.476821476,-2.157644089,-3.875267634,-1.920039162,-2.493410266,-2.523746864,-3.177826895,-3.082792619,-3.045968171,-3.636259106,-3.126274305,-5.277909867,-5.571295268,-6.933629103,-7.178458699,-4.712265956,-4.199262837,-4.930153907,-3.34503951,-2.735452688,-3.738286259,-4.888241722,-14.04296238,-14.04296238,-14.04296238,-4.148381268,-5.527331004,-4.388563568,-3.976932209,-4.723061938,-6.152034639,-6.21413467,-4.700759625,-4.719997041,-4.470849418,-4.416295102,-4.111729831,-4.685528345,-6.233618523,-4.248124778,-4.018141463,-5.317206124,-5.276549625,-4.827422944,-14.04296238,-14.04296238,-4.046199424,-3.9390875,-6.067119888,-4.897162602,-2.817678425,-1.979635803,-3.487466632,-14.04296238,-5.889995599,-6.307034581,-4.986485498,-3.473143375,-5.055136764,-4.997907653,-5.483228717,-1.519324187,-3.171314251,-4.530073859,-4.586042693,-3.133123213,-4.026630292,-3.348715058,-1.933397886,-3.456241912,-4.018506272,-3.797032035,-2.355476003,-2.282233474,-3.733464327,-4.081680264,-4.408512662,-3.049569237,-2.486669091,-2.25201416,-0.991560774,-1.768658897,-3.650457207,-3.778617531,-4.661762689,-5.271183953,-3.698884825,-5.294194423,-5.830619762,-3.656532564,-2.5278909,-4.896355627,-7.847310914,-5.706063207,-3.882735441,-1.53242936,-1.697311433,-5.423933835,-4.025984061,-2.131252027,-2.720017442,-4.699480205,-5.971610266,-4.318559847,-0.702352893,-3.376178671,-6.155249098,-3.849015511,-5.527607381,-5.596174529,-6.051126705,-3.631766802,-1.371166531,0,-5.429573505,-3.61342799,-4.225251405,-1.335325835,-5.404339732,-1.205080855,-2.714861815,-5.797577366,-4.803156538,-5.539211874,-0.956122595,-3.175663048,-4.934407278
MSN1,-7.701493002,-12.88569773,-7.617385239,-5.571932926,-5.169038646,-5.64109345,-5.084677793,-3.632690116,-5.04728459,-5.25925401,-5.402377683,-5.321766529,-5.402616786,-5.443792469,-5.089942397,-5.01470588,-4.657302042,-6.940041507,-6.675890242,-6.495682908,-7.955158977,-6.275401538,-8.196322182,-8.551464238,-9.517490199,-9.641589039,-8.222409434,-10.81423282,-8.467771197,-10.16816475,-11.07652797,-9.745799887,-9.217978313,-8.836616996,-5.926840981,-5.413681093,-7.981978984,-4.464559489,-4.334129124,-4.694817681,-5.775344983,-7.364495463,-7.628467487,-11.04235712,-4.851248266,-7.565849147,-4.494236112,-9.329455744,-7.006176063,-11.17427942,-5.76268304,-5.747820297,-5.770592054,-4.10862008,-3.91060015,-4.563036587,-5.538920132,-5.96463211,-6.184920087,-5.896502763,-5.886637244,-5.3730694,-4.967820653,-4.720274401,-5.671002664,-5.009921742,-6.315866885,-5.346356746,-3.82971738,-5.062682806,-5.832791716,-5.807307984,-9.119164517,-6.629613272,-5.716174346,-5.688244649,-4.375674355,-6.733320997,-8.302173471,-6.617198464,-6.059478109,-10.24491642,-5.202922944,-3.410973002,-6.49723063,-8.549148656,-4.780083752,-6.394782038,-11.08874688,-9.86667663,-6.237100524,-4.976584491,-6.281276709,-5.163266963,-10.96928223,-4.554425492,-5.97371975,-6.963318914,-5.686310001,-6.629176287,-4.393091501,-9.284242247,-6.319715971,-6.899048911,-5.831331107,-6.614214192,-8.28665225,-5.940221685,-4.595363382,-6.039559281,-5.811727147,-5.640076873,-9.72442126,-5.618873681,-5.903292253,-8.33953217,-3.0112355,-3.764069274,-3.585255648,-5.686460538,-5.439910241,-6.651354568,-5.208933949,-9.529647262,-9.58889719,-6.703676255,-6.620135509,-7.088175747,-8.903989351,-6.721497324,-5.304561883,-4.809615126,0,-4.724069378,-9.362600804,-4.663783078,-6.065322388,-3.469006581,-2.576982088,-6.54559521,-8.035771886,-5.683741228,-4.220165854,-9.292302483,-5.196326803
GCR1,-5.946418007,-7.935578085,-3.666720705,-4.418406321,-4.102816493,-4.584836573,-4.049537794,-1.995685452,-3.035327968,-3.202170162,-3.372595257,-3.290260468,-3.356792719,-3.388043383,-3.137885599,-3.098599863,-2.846610009,-5.674690764,-4.559006838,-4.331484974,-5.46023579,-4.824557209,-5.599266506,-4.153297936,-6.99607347,-6.487909598,-6.170881218,-7.422810416,-6.221606348,-4.644332086,-5.432056911,-7.0436728,-7.308266941,-7.949813871,-3.901908729,-3.613423948,-2.991994684,-3.83433542,-4.054991558,-3.645381231,-6.789247387,-6.426688827,-6.207340501,-7.664105977,-4.177174821,-7.757679103,-4.128669021,-5.58070283,-4.055194566,-4.886054302,-3.637630597,-3.628164126,-3.398050041,-2.806058549,-2.787684168,-2.720469057,-3.119297027,-3.112385547,-3.82548361,-5.886965741,-5.883498251,-5.430017074,-4.878517215,-3.94600356,-3.891256338,-4.763369052,-5.614111422,-4.0796513,-2.330180579,-2.634368657,-6.304700294,-1.897400883,-3.763917414,-7.44149219,-5.295016032,-6.912035759,-6.445614083,-5.931638134,-4.644344332,-4.598044406,-3.474598955,-7.818615608,-5.894397261,-3.83548656,-5.052982764,-5.129991235,-3.345354233,-6.110697163,-7.141050821,-6.77046181,-4.324367667,-5.610999325,-6.265676378,-4.655572617,-8.452364802,-7.145751037,-6.333821347,-4.51348052,-4.763039141,-5.838809363,-3.629972197,-5.23261039,-6.86213967,-5.836895199,-5.226497911,-5.030363926,-3.96370856,-2.865162163,-1.854197955,-4.82200016,-5.017051732,-6.02638138,-8.768500174,-5.14077752,-5.2343467,-6.404077083,-6.395319003,-1.602919666,-1.677009349,-3.037180881,-5.594442005,-4.380805782,-2.493006568,-5.408254099,-6.950056605,-4.671745087,-5.478036515,-7.054155545,-4.105356227,-5.260092741,-4.872147284,-3.635487404,-4.724069378,0,-7.488627514,-2.46337133,-6.591407832,-2.544056423,-3.343203467,-8.473812755,-5.73246148,-4.568060866,-3.299827516,-6.585267379,-6.046478487
